route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id
100160,61621,34745815,"Overlake ","LOCAL",0,5740958,11269002,0,101
100129,61621,34745816,"Bellevue Via I-405","LOCAL",1,5740971,20237002,0,101
100129,61621,34745817,"Bellevue Via I-405","LOCAL",1,5741058,20237002,0,101
100201,61621,34745820,"Shoreline P&R Bellevue","LOCAL",0,5740994,11342005,0,101
100201,61621,34745821,"Bellevue ","LOCAL",1,5740982,20342004,0,101
100201,61621,34745822,"Bellevue ","LOCAL",1,5740978,20342004,0,101
100129,61621,34745823,"Bellevue Via I-405","LOCAL",1,5740976,20237002,0,101
100160,61621,34745824,"Overlake ","LOCAL",0,5740970,11269002,0,101
100160,61621,34745825,"Overlake ","LOCAL",0,5740970,11269002,0,101
100160,61621,34745826,"Overlake ","LOCAL",0,5740972,11269002,0,101
100160,61621,34745889,"Overlake ","LOCAL",0,5741042,11269002,0,101
100160,61621,34745890,"Overlake ","LOCAL",0,5741062,11269002,0,101
100160,61621,34745891,"Overlake ","LOCAL",0,5740966,11269002,0,101
100124,61621,34746009,"Bellevue Via SR-520","LOCAL",1,5740960,30232005,0,101
100124,61621,34746010,"Bellevue Via SR-520","LOCAL",1,5740961,30232005,0,101
100124,61621,34746011,"Bellevue Via SR-520","LOCAL",1,5741086,30232005,0,101
100124,61621,34746012,"Bellevue Via SR-520","LOCAL",1,5741095,30232005,0,101
100124,61621,34746013,"Duvall Redmond","LOCAL",0,5741086,41232004,0,101
100124,61621,34746014,"Duvall Redmond","LOCAL",0,5741095,41232004,0,101
100124,61621,34746015,"Duvall Redmond","LOCAL",0,5740961,41232004,0,101
100124,61621,34746019,"Duvall Redmond","LOCAL",0,5740960,41232004,0,101
100124,61621,34746020,"Redmond ","LOCAL",0,5740956,41232003,0,101
100124,61621,34746021,"Redmond ","LOCAL",0,5740957,41232003,0,101
100160,61621,34746022,"Issaquah Transit Center ","LOCAL",1,5740958,20269003,0,101
100160,61621,34746023,"Issaquah Transit Center ","LOCAL",1,5740958,20269003,0,101
100160,61621,34746024,"Issaquah Transit Center ","LOCAL",1,5740980,20269003,0,101
100160,61621,34746025,"Issaquah Transit Center ","LOCAL",1,5740958,20269003,0,101
100160,61621,34746026,"Issaquah Transit Center ","LOCAL",1,5741062,20269003,0,101
100160,61621,34746027,"Issaquah Transit Center ","LOCAL",1,5741062,20269003,0,101
100160,61621,34746028,"Issaquah Transit Center ","LOCAL",1,5740966,20269003,0,101
100160,61621,34746029,"Issaquah Transit Center ","LOCAL",1,5741042,20269003,0,101
100160,61621,34746030,"Issaquah Transit Center ","LOCAL",1,5741042,20269003,0,101
100160,61621,34746031,"Overlake ","LOCAL",0,5741062,11269002,0,101
100160,61621,34746032,"Overlake ","LOCAL",0,5741042,11269002,0,101
100160,61621,34746033,"Overlake ","LOCAL",0,5741022,11269002,0,101
100160,61621,34746034,"Overlake ","LOCAL",0,5740958,11269002,0,101
100160,61621,34746035,"Issaquah Transit Center ","LOCAL",1,5740980,20269003,0,101
100160,61621,34746036,"Overlake ","LOCAL",0,5740980,11269002,0,101
100160,61621,34746037,"Overlake ","LOCAL",0,5740980,11269002,0,101
100160,61621,34746038,"Overlake ","LOCAL",0,5740970,11269002,0,101
100160,61621,34746039,"Issaquah Transit Center ","LOCAL",1,5740970,20269003,0,101
100113,61621,34746059,"Redmond Transit Center ","LOCAL",1,5740974,10221004,0,101
100113,61621,34746060,"Redmond Transit Center ","LOCAL",1,5740956,10221004,0,101
100113,61621,34746061,"Redmond Transit Center ","LOCAL",1,5740974,10221004,0,101
100113,61621,34746062,"Education Hill ","LOCAL",1,5740974,10221002,0,101
100113,61621,34746063,"Education Hill ","LOCAL",1,5740956,10221002,0,101
100113,61621,34746064,"Eastgate P&R ","LOCAL",0,5740974,21221003,0,101
100113,61621,34746065,"Education Hill ","LOCAL",1,5740956,10221002,0,101
100113,61621,34746066,"Eastgate P&R ","LOCAL",0,5741020,21221003,0,101
100113,61621,34746067,"Eastgate P&R ","LOCAL",0,5740956,21221003,0,101
100113,61621,34746068,"Education Hill ","LOCAL",1,5740973,10221002,0,101
100113,61621,34746069,"Education Hill ","LOCAL",1,5740974,10221002,0,101
100113,61621,34746070,"Education Hill ","LOCAL",0,5740974,21221006,0,101
100113,61621,34746071,"Education Hill ","LOCAL",0,5741005,21221006,0,101
100113,61621,34746072,"Education Hill ","LOCAL",0,5740956,21221006,0,101
100113,61621,34746073,"Education Hill ","LOCAL",0,5740974,21221006,0,101
100113,61621,34746074,"Education Hill ","LOCAL",0,5740956,21221006,0,101
100113,61621,34746075,"Education Hill ","LOCAL",0,5740974,21221006,0,101
100113,61621,34746076,"Education Hill ","LOCAL",1,5740956,10221002,0,101
100113,61621,34746077,"Education Hill ","LOCAL",1,5741019,10221002,0,101
100113,61621,34746078,"Eastgate P&R ","LOCAL",0,5741019,21221003,0,101
100113,61621,34746079,"Eastgate P&R ","LOCAL",0,5740973,21221003,0,101
100113,61621,34746080,"Education Hill ","LOCAL",0,5740983,21221006,0,101
100113,61621,34746081,"Redmond Transit Center ","LOCAL",1,5740974,10221005,0,101
100113,61621,34746082,"Redmond Transit Center ","LOCAL",1,5741005,10221004,0,101
100113,61621,34746083,"Eastgate P&R ","LOCAL",0,5740956,21221003,0,101
100113,61621,34746084,"Eastgate P&R ","LOCAL",0,5740973,21221003,0,101
100113,61621,34746085,"Education Hill ","LOCAL",1,5741020,10221002,0,101
100113,61621,34746086,"Redmond Transit Center ","LOCAL",1,5741005,10221004,0,101
100113,61621,34746087,"Redmond Transit Center ","LOCAL",1,5741005,10221004,0,101
100113,61621,34746088,"Education Hill ","LOCAL",0,5741005,21221006,0,101
100113,61621,34746089,"Eastgate P&R ","LOCAL",0,5741005,21221003,0,101
100113,61621,34746090,"Eastgate P&R ","LOCAL",0,5740974,21221003,0,101
100113,61621,34746091,"Education Hill ","LOCAL",1,5741005,10221002,0,101
100113,61621,34746092,"Education Hill ","LOCAL",1,5741005,10221002,0,101
100113,61621,34746093,"Education Hill ","LOCAL",1,5740974,10221002,0,101
100113,61621,34746094,"Education Hill ","LOCAL",0,5741005,21221006,0,101
100124,61621,34746095,"Duvall Redmond","LOCAL",0,5740961,41232004,0,101
100162,61621,34746096,"University District Bellevue","LOCAL",1,5741062,30271007,0,101
100162,61621,34746097,"University District Bellevue","LOCAL",1,5741017,30271007,0,101
100162,61621,34746098,"Issaquah Bellevue","LOCAL",0,5740954,41271009,0,101
100162,61621,34746099,"Issaquah Bellevue","LOCAL",0,5741062,41271010,0,101
100162,61621,34746100,"University District ","LOCAL",1,5740955,30271008,0,101
100162,61621,34746101,"University District Bellevue","LOCAL",1,5740955,30271003,0,101
100162,61621,34746102,"University District Bellevue","LOCAL",1,5740978,30271003,0,101
100162,61621,34746103,"University District Bellevue","LOCAL",1,5741060,30271003,0,101
100162,61621,34746104,"University District Bellevue","LOCAL",1,5740953,30271003,0,101
100162,61621,34746105,"University District Bellevue","LOCAL",1,5740967,30271003,0,101
100162,61621,34746106,"University District Bellevue","LOCAL",1,5741014,30271003,0,101
100162,61621,34746107,"University District Bellevue","LOCAL",1,5741014,30271003,0,101
100162,61621,34746108,"University District Bellevue","LOCAL",1,5741013,30271003,0,101
100162,61621,34746109,"University District Bellevue","LOCAL",1,5740978,30271003,0,101
100162,61621,34746110,"University District Bellevue","LOCAL",1,5741493,30271155,0,101
100162,61621,34746111,"University District Bellevue","LOCAL",1,5740954,30271004,0,101
100162,61621,34746112,"University District Bellevue","LOCAL",1,5741060,30271003,0,101
100162,61621,34746113,"University District Bellevue","LOCAL",1,5740971,30271003,0,101
100162,61621,34746114,"University District Bellevue","LOCAL",1,5741041,30271003,0,101
100162,61621,34746115,"University District Bellevue","LOCAL",1,5741014,30271003,0,101
100162,61621,34746116,"University District Bellevue","LOCAL",1,5740990,30271003,0,101
100162,61621,34746117,"University District Bellevue","LOCAL",1,5740979,30271004,0,101
100162,61621,34746118,"University District Bellevue","LOCAL",1,5740969,30271004,0,101
100162,61621,34746119,"University District Bellevue","LOCAL",1,5740983,30271004,0,101
100162,61621,34746120,"University District Bellevue","LOCAL",1,5741493,30271155,0,101
100162,61621,34746121,"University District Bellevue","LOCAL",1,5740954,30271004,0,101
100162,61621,34746122,"University District Bellevue","LOCAL",1,5741018,30271004,0,101
100162,61621,34746123,"University District Bellevue","LOCAL",1,5741041,30271004,0,101
100162,61621,34746124,"University District Bellevue","LOCAL",1,5740969,30271004,0,101
100162,61621,34746125,"University District Bellevue","LOCAL",1,5740983,30271004,0,101
100162,61621,34746126,"University District Bellevue","LOCAL",1,5740953,30271004,0,101
100162,61621,34746127,"University District Bellevue","LOCAL",1,5741014,30271004,0,101
100162,61621,34746128,"University District Bellevue","LOCAL",1,5740954,30271004,0,101
100162,61621,34746129,"University District Bellevue","LOCAL",1,5741018,30271004,0,101
100162,61621,34746130,"University District Bellevue","LOCAL",1,5741006,30271004,0,101
100162,61621,34746131,"University District Bellevue","LOCAL",1,5741017,30271003,0,101
100162,61621,34746132,"University District Bellevue","LOCAL",1,5741018,30271004,0,101
100162,61621,34746133,"University District Bellevue","LOCAL",1,5740978,30271004,0,101
100162,61621,34746134,"University District Bellevue","LOCAL",1,5740953,30271004,0,101
100162,61621,34746135,"University District Bellevue","LOCAL",1,5741013,30271004,0,101
100162,61621,34746136,"University District Bellevue","LOCAL",1,5740954,30271007,0,101
100162,61621,34746137,"University District Bellevue","LOCAL",1,5741013,30271004,0,101
100162,61621,34746138,"University District Bellevue","LOCAL",1,5741041,30271004,0,101
100162,61621,34746139,"University District Bellevue","LOCAL",1,5740979,30271004,0,101
100162,61621,34746140,"University District Bellevue","LOCAL",1,5740968,30271004,0,101
100162,61621,34746141,"University District Bellevue","LOCAL",1,5741199,30271159,0,101
100162,61621,34746142,"University District Bellevue","LOCAL",1,5740969,30271007,0,101
100162,61621,34746143,"University District Bellevue","LOCAL",1,5741058,30271003,0,101
100162,61621,34746144,"University District Bellevue","LOCAL",1,5741044,30271003,0,101
100162,61621,34746145,"University District Bellevue","LOCAL",1,5740967,30271004,0,101
100162,61621,34746146,"University District Bellevue","LOCAL",1,5740983,30271003,0,101
100162,61621,34746147,"University District Bellevue","LOCAL",1,5741495,30271159,0,101
100162,61621,34746148,"University District Bellevue","LOCAL",1,5740953,30271003,0,101
100162,61621,34746149,"University District Bellevue","LOCAL",1,5741012,30271003,0,101
100162,61621,34746150,"University District Bellevue","LOCAL",1,5740967,30271003,0,101
100162,61621,34746151,"University District Bellevue","LOCAL",1,5740954,30271003,0,101
100162,61621,34746152,"University District Bellevue","LOCAL",1,5741018,30271003,0,101
100162,61621,34746153,"University District Bellevue","LOCAL",1,5740979,30271003,0,101
100162,61621,34746154,"University District Bellevue","LOCAL",1,5741041,30271003,0,101
100162,61621,34746155,"University District Bellevue","LOCAL",1,5740969,30271003,0,101
100162,61621,34746156,"University District Bellevue","LOCAL",1,5741031,30271003,0,101
100162,61621,34746157,"University District Bellevue","LOCAL",1,5741499,30271159,0,101
100162,61621,34746158,"University District Bellevue","LOCAL",1,5741497,30271159,0,101
100162,61621,34746159,"University District Bellevue","LOCAL",1,5740953,30271011,0,101
100162,61621,34746160,"University District Bellevue","LOCAL",1,5740969,30271003,0,101
100162,61621,34746161,"University District Bellevue","LOCAL",1,5741014,30271003,0,101
100162,61621,34746162,"University District Bellevue","LOCAL",1,5740983,30271003,0,101
100162,61621,34746163,"Eastgate Bellevue","LOCAL",0,5741062,41271012,0,101
100162,61621,34746164,"Eastgate Bellevue","LOCAL",0,5741494,41271175,0,101
100162,61621,34746165,"Issaquah Transit Center Bellevue","LOCAL",0,5741063,41271005,0,101
100162,61621,34746166,"Issaquah Transit Center Bellevue","LOCAL",0,5741493,41271174,0,101
100162,61621,34746167,"Issaquah Transit Center Bellevue","LOCAL",0,5740954,41271005,0,101
100162,61621,34746168,"Issaquah Transit Center Bellevue","LOCAL",0,5741018,41271005,0,101
100162,61621,34746169,"Issaquah Transit Center Bellevue","LOCAL",0,5741041,41271005,0,101
100162,61621,34746170,"Issaquah Transit Center Bellevue","LOCAL",0,5740969,41271005,0,101
100162,61621,34746171,"Issaquah Transit Center Bellevue","LOCAL",0,5740983,41271005,0,101
100162,61621,34746172,"Issaquah Transit Center Bellevue","LOCAL",0,5740953,41271005,0,101
100162,61621,34746173,"Issaquah Transit Center Bellevue","LOCAL",0,5740978,41271005,0,101
100162,61621,34746174,"Issaquah Transit Center Bellevue","LOCAL",0,5740954,41271005,0,101
100162,61621,34746175,"Issaquah Transit Center Bellevue","LOCAL",0,5741018,41271005,0,101
100162,61621,34746176,"Issaquah Transit Center Bellevue","LOCAL",0,5741013,41271005,0,101
100162,61621,34746177,"Eastgate P&R Bellevue","LOCAL",0,5741044,41271006,0,101
100162,61621,34746178,"Issaquah Transit Center Bellevue","LOCAL",0,5741041,41271005,0,101
100162,61621,34746179,"Issaquah Transit Center Bellevue","LOCAL",0,5740953,41271005,0,101
100162,61621,34746180,"Issaquah Transit Center Bellevue","LOCAL",0,5741006,41271005,0,101
100162,61621,34746181,"Eastgate P&R Bellevue","LOCAL",0,5741497,41271177,0,101
100162,61621,34746182,"Issaquah Bellevue","LOCAL",0,5740969,41271009,0,101
100162,61621,34746183,"Issaquah Bellevue","LOCAL",0,5741097,41271009,0,101
100162,61621,34746184,"Issaquah Bellevue","LOCAL",0,5741018,41271009,0,101
100162,61621,34746185,"Issaquah Bellevue","LOCAL",0,5741013,41271009,0,101
100162,61621,34746186,"Issaquah Transit Center Bellevue","LOCAL",0,5740969,41271005,0,101
100162,61621,34746187,"Issaquah Transit Center Bellevue","LOCAL",0,5740979,41271005,0,101
100162,61621,34746188,"Issaquah Transit Center Bellevue","LOCAL",0,5741013,41271005,0,101
100162,61621,34746189,"Eastgate P&R Bellevue","LOCAL",0,5740978,41271006,0,101
100162,61621,34746190,"Issaquah Bellevue","LOCAL",0,5740969,41271009,0,101
100162,61621,34746191,"Issaquah Bellevue","LOCAL",0,5741017,41271009,0,101
100162,61621,34746192,"Eastgate Bellevue","LOCAL",0,5741496,41271175,0,101
100162,61621,34746193,"Eastgate P&R Bellevue","LOCAL",0,5741017,41271006,0,101
100162,61621,34746194,"Eastgate P&R Bellevue","LOCAL",0,5741041,41271006,0,101
100162,61621,34746195,"Eastgate P&R Bellevue","LOCAL",0,5740969,41271006,0,101
100162,61621,34746196,"Eastgate Bellevue","LOCAL",0,5740967,41271012,0,101
100162,61621,34746197,"Issaquah Transit Center Bellevue","LOCAL",0,5740967,41271005,0,101
100162,61621,34746198,"Eastgate Bellevue","LOCAL",0,5740968,41271012,0,101
100162,61621,34746199,"Eastgate Bellevue","LOCAL",0,5741060,41271012,0,101
100162,61621,34746200,"Eastgate Bellevue","LOCAL",0,5740955,41271012,0,101
100162,61621,34746201,"Eastgate Bellevue","LOCAL",0,5741495,41271175,0,101
100162,61621,34746202,"Eastgate P&R Bellevue","LOCAL",0,5740979,41271006,0,101
100162,61621,34746203,"Eastgate P&R Bellevue","LOCAL",0,5741018,41271006,0,101
100162,61621,34746204,"Eastgate P&R Bellevue","LOCAL",0,5740954,41271006,0,101
100162,61621,34746205,"Eastgate P&R Bellevue","LOCAL",0,5740979,41271006,0,101
100162,61621,34746206,"Eastgate P&R Bellevue","LOCAL",0,5741041,41271006,0,101
100162,61621,34746207,"Eastgate P&R Bellevue","LOCAL",0,5741499,41271177,0,101
100162,61621,34746208,"Eastgate P&R Bellevue","LOCAL",0,5741014,41271006,0,101
100162,61621,34746209,"Eastgate P&R Bellevue","LOCAL",0,5740983,41271006,0,101
100162,61621,34746210,"Issaquah Transit Center Bellevue","LOCAL",0,5741014,41271005,0,101
100162,61621,34746211,"Issaquah Bellevue","LOCAL",0,5740954,41271009,0,101
100162,61621,34746212,"Eastgate Bellevue","LOCAL",0,5740953,41271012,0,101
100162,61621,34746213,"Eastgate Bellevue","LOCAL",0,5741013,41271012,0,101
100162,61621,34746214,"Eastgate P&R Bellevue","LOCAL",0,5741044,41271006,0,101
100162,61621,34746215,"Eastgate P&R Bellevue","LOCAL",0,5740979,41271006,0,101
100162,61621,34746216,"Eastgate P&R Bellevue","LOCAL",0,5740983,41271006,0,101
100162,61621,34746217,"Eastgate P&R Bellevue","LOCAL",0,5741041,41271006,0,101
100162,61621,34746218,"Eastgate P&R Bellevue","LOCAL",0,5741199,41271177,0,101
100162,61621,34746219,"Eastgate P&R Bellevue","LOCAL",0,5741031,41271006,0,101
100162,61621,34746220,"Eastgate P&R Bellevue","LOCAL",0,5741017,41271006,0,101
100162,61621,34746221,"Eastgate P&R Bellevue","LOCAL",0,5741014,41271006,0,101
100162,61621,34746222,"Eastgate P&R Bellevue","LOCAL",0,5740953,41271006,0,101
100162,61621,34746223,"Eastgate P&R Bellevue","LOCAL",0,5740978,41271006,0,101
100162,61621,34746224,"Eastgate P&R Bellevue","LOCAL",0,5741013,41271006,0,101
100162,61621,34746225,"Eastgate P&R Bellevue","LOCAL",0,5740967,41271006,0,101
100162,61621,34746226,"Eastgate Bellevue","LOCAL",0,5740955,41271012,0,101
100162,61621,34746227,"Eastgate Bellevue","LOCAL",0,5740967,41271012,0,101
100162,61621,34746228,"University District Bellevue","LOCAL",1,5741017,30271003,0,101
100162,61621,34746229,"University District Bellevue","LOCAL",1,5740963,30271003,0,101
100162,61621,34746230,"Eastgate P&R Bellevue","LOCAL",0,5740967,41271006,0,101
100162,61621,34746231,"University District Bellevue","LOCAL",1,5741013,30271003,0,101
100162,61621,34746232,"Issaquah Transit Center Bellevue","LOCAL",0,5740966,41271005,0,101
100124,61621,34746233,"Redmond ","LOCAL",0,5740964,41232003,0,101
100160,61621,34746234,"Issaquah Transit Center ","LOCAL",1,5740970,20269003,0,101
100099,61621,34746268,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746269,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746270,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746271,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746272,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746273,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746274,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746275,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746276,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746277,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746278,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746279,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746280,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100099,61621,34746281,"Issaquah Snoqualmie Ridge","LOCAL",1,5740984,30208002,0,101
100099,61621,34746282,"North Bend Snoqualmie Ridge","LOCAL",0,5740984,41208003,0,101
100160,61621,34746297,"Overlake ","LOCAL",0,5740980,11269002,0,101
100160,61621,34746298,"Issaquah Transit Center ","LOCAL",1,5740980,20269003,0,101
100113,61621,34746300,"Redmond Transit Center ","LOCAL",1,5741020,10221004,0,101
100113,61621,34746301,"Redmond Transit Center ","LOCAL",1,5741020,10221004,0,101
100113,61621,34746302,"Education Hill ","LOCAL",1,5741020,10221002,0,101
100113,61621,34746303,"Eastgate P&R ","LOCAL",0,5741020,21221003,0,101
100113,61621,34746304,"Eastgate P&R ","LOCAL",0,5741005,21221003,0,101
100113,61621,34746305,"Education Hill ","LOCAL",1,5740973,10221002,0,101
100113,61621,34746306,"Education Hill ","LOCAL",1,5741005,10221002,0,101
100113,61621,34746307,"Redmond Transit Center ","LOCAL",1,5741020,10221004,0,101
100113,61621,34746308,"Education Hill ","LOCAL",0,5740973,21221006,0,101
100113,61621,34746309,"Education Hill ","LOCAL",0,5741020,21221006,0,101
100113,61621,34746310,"Education Hill ","LOCAL",0,5741020,21221006,0,101
100113,61621,34746311,"Education Hill ","LOCAL",1,5741020,10221002,0,101
100113,61621,34746312,"Education Hill ","LOCAL",1,5741005,10221002,0,101
100113,61621,34746313,"Eastgate P&R ","LOCAL",0,5741005,21221003,0,101
100113,61621,34746314,"Eastgate P&R ","LOCAL",0,5740973,21221007,0,101
100113,61621,34746315,"Education Hill ","LOCAL",0,5741005,21221008,0,101
100113,61621,34746316,"Redmond Transit Center ","LOCAL",1,5740973,10221005,0,101
100113,61621,34746317,"Eastgate P&R ","LOCAL",0,5741005,21221003,0,101
100113,61621,34746318,"Education Hill ","LOCAL",0,5741020,21221006,0,101
100113,61621,34746319,"Redmond Transit Center ","LOCAL",1,5740973,10221004,0,101
100113,61621,34746320,"Education Hill ","LOCAL",1,5740973,10221002,0,101
100113,61621,34746321,"Education Hill ","LOCAL",1,5740973,10221002,0,101
100113,61621,34746322,"Eastgate P&R ","LOCAL",0,5740956,21221003,0,101
100113,61621,34746323,"Eastgate P&R ","LOCAL",0,5740973,21221003,0,101
100113,61621,34746324,"Education Hill ","LOCAL",0,5740973,21221006,0,101
100113,61621,34746325,"Education Hill ","LOCAL",0,5740973,21221006,0,101
100113,61621,34746326,"Education Hill ","LOCAL",1,5740973,10221002,0,101
100113,61621,34746327,"Eastgate P&R ","LOCAL",0,5740973,21221003,0,101
100162,61621,34746328,"University District Bellevue","LOCAL",1,5740982,30271003,0,101
100162,61621,34746329,"University District Bellevue","LOCAL",1,5740967,30271003,0,101
100162,61621,34746330,"Eastgate P&R Bellevue","LOCAL",0,5740982,41271006,0,101
100162,61621,34746331,"Eastgate P&R Bellevue","LOCAL",0,5740967,41271006,0,101
100162,61621,34746332,"University District Bellevue","LOCAL",1,5741013,30271003,0,101
100113,61621,34746333,"Redmond Transit Center ","LOCAL",1,5740973,10221004,0,101
102552,61621,34746343,"Eastgate P&R Crossroads","LOCAL",1,5741027,40226005,0,101
100139,61621,34746371,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740987,41249005,0,101
100139,61621,34746372,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740987,41249005,0,101
100139,61621,34746373,"South Bellevue S Kirkland P&R","LOCAL",1,5740985,30249004,0,101
100139,61621,34746374,"South Bellevue S Kirkland P&R","LOCAL",1,5740988,30249004,0,101
100139,61621,34746375,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5741016,41249005,0,101
100139,61621,34746376,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740985,41249005,0,101
100139,61621,34746377,"South Bellevue S Kirkland P&R","LOCAL",1,5741016,30249004,0,101
100139,61621,34746378,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740988,41249005,0,101
100139,61621,34746379,"South Bellevue S Kirkland P&R","LOCAL",1,5741015,30249004,0,101
100139,61621,34746380,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740987,41249005,0,101
100139,61621,34746381,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5741016,41249005,0,101
100139,61621,34746382,"South Bellevue S Kirkland P&R","LOCAL",1,5741016,30249004,0,101
100139,61621,34746383,"South Bellevue S Kirkland P&R","LOCAL",1,5740987,30249004,0,101
100139,61621,34746384,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740987,41249005,0,101
100139,61621,34746385,"South Bellevue S Kirkland P&R","LOCAL",1,5741016,30249004,0,101
100139,61621,34746386,"South Bellevue S Kirkland P&R","LOCAL",1,5740986,30249004,0,101
100139,61621,34746387,"South Bellevue S Kirkland P&R","LOCAL",1,5740988,30249004,0,101
100139,61621,34746388,"South Bellevue S Kirkland P&R","LOCAL",1,5740986,30249004,0,101
100139,61621,34746389,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740989,41249005,0,101
100139,61621,34746390,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5741016,41249005,0,101
100139,61621,34746391,"South Bellevue S Kirkland P&R","LOCAL",1,5741016,30249004,0,101
100139,61621,34746392,"South Bellevue S Kirkland P&R","LOCAL",1,5740986,30249004,0,101
100139,61621,34746393,"South Bellevue S Kirkland P&R","LOCAL",1,5740987,30249004,0,101
100139,61621,34746394,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740986,41249005,0,101
100139,61621,34746395,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5741015,41249005,0,101
100139,61621,34746396,"South Bellevue S Kirkland P&R","LOCAL",1,5740989,30249004,0,101
100139,61621,34746397,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740989,41249006,0,101
100139,61621,34746398,"South Bellevue S Kirkland P&R","LOCAL",1,5740987,30249004,0,101
100139,61621,34746399,"South Bellevue S Kirkland P&R","LOCAL",1,5741016,30249004,0,101
100139,61621,34746400,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740986,41249005,0,101
100139,61621,34746401,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740986,41249005,0,101
100139,61621,34746402,"South Bellevue S Kirkland P&R","LOCAL",1,5740987,30249004,0,101
100139,61621,34746403,"South Bellevue S Kirkland P&R","LOCAL",1,5740986,30249004,0,101
100139,61621,34746404,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740986,41249005,0,101
100139,61621,34746405,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740987,41249005,0,101
100139,61621,34746406,"South Bellevue S Kirkland P&R","LOCAL",1,5740986,30249004,0,101
100139,61621,34746407,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5740986,41249005,0,101
100139,61621,34746408,"Redmond Technology Station S Kirkland P&R","LOCAL",0,5741016,41249005,0,101
100137,61621,34746419,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746420,"Eastgate P&R ","LOCAL",1,5740992,20246003,0,101
100137,61621,34746421,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746422,"Eastgate P&R ","LOCAL",1,5740992,20246003,0,101
100137,61621,34746423,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746424,"Eastgate P&R ","LOCAL",1,5740992,20246003,0,101
100137,61621,34746425,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746426,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746427,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746428,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746429,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746430,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746431,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746432,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746433,"Eastgate P&R ","LOCAL",1,5740992,20246003,0,101
100137,61621,34746434,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746435,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746436,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746437,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746438,"Clyde Hill ","LOCAL",0,5740993,11246002,0,101
100137,61621,34746439,"Clyde Hill ","LOCAL",0,5740992,11246002,0,101
100137,61621,34746440,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746441,"Eastgate P&R ","LOCAL",1,5740993,20246003,0,101
100137,61621,34746442,"Eastgate P&R ","LOCAL",1,5740992,20246003,0,101
